url,action,destination_url,reason_codes,confidence,equity_at_risk
/d/1522-haciendole-trampa-a-la-ansiedad-social-drogas-que-me-hicieron-dejar-de-valer-verga-y-por-que-la-mayoria-de-los-consejos-son-una-mierda,REWRITE,,4.7-translation,high,0-prelaunch-noGSC
/d/1524-la-unica-guia-de-infraorbital-que-necesitaras,REWRITE,,4.7-translation,high,0-prelaunch-noGSC
/d/1536-mi-regimen-actual-de-bonesmashing-guia,REWRITE,,4.5-DIY-reframe+4.7-translation,med,0-prelaunch-noGSC
/d/1538-una-guia-sobre-los-fenotipos,REWRITE,,4.7-translation,high,0-prelaunch-noGSC
/d/1544-por-que-la-dht-es-una-pendejada-inutil-y-deberia-ser-nukeada-hasta-el-suelo,REWRITE,,4.5-dosing-strip+4.7-translation,med,0-prelaunch-noGSC
/d/1547-como-tomar-aromasin-para-heightmaxxing-dosis-metodo-de-ingesta-efectos-secundarios-y-como-prevenirlosminimizarlos-una-guia-detallada,REWRITE,,4.5-dosing-strip+4.7-translation,med,0-prelaunch-noGSC
/d/1548-mi-transformacion-insana-a-los-18-fotos,REWRITE,,4.7-translation,high,0-prelaunch-noGSC
/d/1553-guia-definitiva-sin-rodeos-de-cavitacion-ultrasonica-uc-para-la-cara-mi-experiencia-con-13-sesiones,REWRITE,,4.7-translation,high,0-prelaunch-noGSC
/d/1555-maxxing-del-area-bajo-los-ojos-y-bajo-el-menton,REWRITE,,4.7-translation,high,0-prelaunch-noGSC
/d/1576-guia-de-esteroides-de-alto-ci-bajo-esfuerzo,REWRITE,,4.5-dosing-strip+4.7-translation,med,0-prelaunch-noGSC
/d/1579-mi-estrategia-para-conseguir-cientos-de-seguidores-en-ig-metodo-del-agujero-de-conejo,REWRITE,,4.7-translation,high,0-prelaunch-noGSC
/d/1580-guia-para-bajar-la-inhibicion-thread-de-alta-calidad-gtfih-merecedor-de-botb,REWRITE,,4.7-translation,high,0-prelaunch-noGSC
/d/1591-como-juzgar-a-las-personas-por-su-apariencia-cientificamente-un-desglose-megaguia-completo-del-infame-libro-de-edward-dutton-sobre-la-apariencia-fisica,REWRITE,,4.7-translation,high,0-prelaunch-noGSC
/d/1595-drugmaxxing-x-socialmaxxing-todo-lo-que-necesitas-saber-highiq,REWRITE,,4.5-dosing-strip+4.7-translation,med,0-prelaunch-noGSC
/d/1603-guia-de-hqnpmaxxing-adiccion-a-chad-y-como-buscar-mujeres-hqnp,REWRITE,,4.7-translation,high,0-prelaunch-noGSC
/d/1610-el-sebo-es-el-mejor-hidratante-que-la-madre-naturaleza-le-ha-dado-a-los-humanos,REWRITE,,4.7-translation,high,0-prelaunch-noGSC
/d/1619-guia-de-biotecnologia-la-frontera-final-del-looksmaxxing,REWRITE,,4.5-dosing-strip+4.7-translation,med,0-prelaunch-noGSC
/d/1622-guia-sobre-como-corregir-la-pseudo-ginecomastia-y-reducir-la-ginecomastia-real-permanentemente-sin-cirugia-y-practicamente-sin-tiempo-de-recuperacion,REMOVE_URGENT,/t/looksmaxing,4.5-sourcing-controlled-substance,high,0-prelaunch-noGSC
/d/1633-guia-tinder-definitiva-de-niklaus-aun-en-progreso,REWRITE,,4.7-translation,high,0-prelaunch-noGSC
/d/1648-metodo-rascacielos,REWRITE,,4.5-dosing-strip+4.7-translation,med,0-prelaunch-noGSC
/d/1658-como-creci-de-168m-a-190m-en-un-ano-y-medio-y-como-tu-tambien-puedes,REWRITE,,4.5-dosing-strip+4.7-translation,med,0-prelaunch-noGSC
/d/1678-posible-cura-para-la-caida-de-cabello-por-que-las-hormonas-no-importan,REMOVE_URGENT,/t/softmaxing,4.5-sourcing-controlled-substance,high,0-prelaunch-noGSC
/d/1686-por-que-el-tamoxifeno-no-causa-retardo-del-crecimiento-y-es-realmente-benefico-para-la-altura-gtfih-guia-alto-iq,REWRITE,,4.7-translation,high,0-prelaunch-noGSC
/d/1687-11-kdht-la-hormona-masculina-deportista-de-todas,REWRITE,,4.5-dosing-strip+4.7-translation,med,0-prelaunch-noGSC
/d/1690-la-guia-definitiva-sobre-cavitacion-por-ultrasonido-para-la-perdida-de-grasa-facial-respondiendo-preguntas-de-mi-guia-de-mejillas-hundidas,REWRITE,,4.7-translation,high,0-prelaunch-noGSC
/d/1698-metodo-para-aclarar-los-ojos-que-realmente-funciona,REWRITE,,4.7-translation,high,0-prelaunch-noGSC
/d/1727-expansion-osea-facial-via-estimulacion-piezoelectrica-alto-esfuerzo,REWRITE,,4.5-DIY-reframe+4.7-translation,med,0-prelaunch-noGSC
/d/1729-santa-mierda-hunter-eyes-sin-cirugia-gtfih,REWRITE,,4.7-translation,high,0-prelaunch-noGSC
/d/1736-mega-thread-de-maximizacion-de-altura,REWRITE,,4.5-dosing-strip+4.7-translation,med,0-prelaunch-noGSC
/d/1740-mi-stack-actual,REWRITE,,4.5-dosing-strip+4.7-translation,med,0-prelaunch-noGSC
/d/1748-guia-completa-de-nootropicos-y-compuestos-quemadores-de-grasa,REWRITE,,4.5-dosing-strip+4.7-translation,med,0-prelaunch-noGSC
/d/1749-todo-lo-que-necesitas-es-un-ciclo-solo-de-test,REWRITE,,4.5-dosing-strip+4.7-translation,med,0-prelaunch-noGSC
/d/1760-la-guia-definitiva-de-nt-para-hablar-con-normieshembras-como-hacer-que-los-normies-te-caigan-bien-y-por-que-es-importante,REWRITE,,4.7-translation,high,0-prelaunch-noGSC
/d/1767-iqmaxxing-y-skillmaxing,REWRITE,,4.7-translation,high,0-prelaunch-noGSC
/d/1775-arquetipos-de-atraccion-sexual-sin-filtros-tu-guia-explicita-para-ser-irresistible,REWRITE,,4.7-translation,high,0-prelaunch-noGSC
/d/1787-la-guia-definitiva-para-snus-mega-thread-de-snus,REWRITE,,4.5-dosing-strip+4.7-translation,med,0-prelaunch-noGSC
/d/1789-crecimiento-de-cartilago-metodos-para-arreglar-lo-imposible-de-maximizar,REWRITE,,4.7-translation,high,0-prelaunch-noGSC
/d/1798-guia-a-la-pildora-de-la-mascara-el-arte-del-camuflaje-social-como-no-quemar-tu-disfraz-bluepill,REWRITE,,4.7-translation,high,0-prelaunch-noGSC
/d/1802-lipmaxxing-version-editada-completa-todo-lo-que-necesitas-saber,REWRITE,,4.7-translation,high,0-prelaunch-noGSC
/d/1813-la-guia-definitiva-del-pene,REWRITE,,4.7-translation,high,0-prelaunch-noGSC
/d/1828-guia-completa-de-carne-cruda-alto-esfuerzo-ciencia,REWRITE,,4.7-translation,high,0-prelaunch-noGSC
/d/1837-guia-de-looksmaxxing-de-moda-fragancia-grooming-y-accesorios-la-cuaternidad-del-estilo,REWRITE,,4.7-translation,high,0-prelaunch-noGSC
/d/1844-como-eliminar-el-surco-nasolabial-con-hilos-pdo,REMOVE_URGENT,/t/hardmaxing,4.5-sourcing-controlled-substance,high,0-prelaunch-noGSC
/d/1862-la-low-inhib-pill-lo-que-realmente-importa-para-conseguir-mujeres-y-disfrutar-la-vida,REWRITE,,4.5-dosing-strip+4.7-translation,med,0-prelaunch-noGSC
/d/1870-guia-ultimate-de-voicemaxxing,REWRITE,,4.7-translation,high,0-prelaunch-noGSC
/d/1871-las-48-leyes-del-poder-acortado,REWRITE,,4.7-translation,high,0-prelaunch-noGSC
/d/1892-el-funcionamiento-osteoanabolico-de-way316606,REWRITE,,4.7-translation,high,0-prelaunch-noGSC
/d/1901-debloating-con-eplerenona,REWRITE,,4.5-dosing-strip+4.7-translation,med,0-prelaunch-noGSC
/d/1923-megaguia-la-unica-guia-de-microagujas-que-jamas-necesitaras,REWRITE,,4.5-DIY-reframe+4.7-translation,med,0-prelaunch-noGSC
/d/1924-la-verdad-sobre-las-mujeres-por-que-probablemente-lo-estes-haciendo-mal-como-htnbajo-chadlite,REWRITE,,4.7-translation,high,0-prelaunch-noGSC
/d/1935-guia-detallada-e-infalible-de-instagram-maxxing,REWRITE,,4.7-translation,high,0-prelaunch-noGSC
/d/1943-libro-de-inteligencia-logra-el-iq-de-chang,REWRITE,,4.7-translation,high,0-prelaunch-noGSC
/d/1965-guia-para-entender-la-maloclusion-y-los-dientes-torcidos-conseguir-la-oclusion-correcta-detallado-causas-sintomas-soluciones-prevencion,REWRITE,,4.7-translation,high,0-prelaunch-noGSC
/d/1969-guia-de-belt-pulling-rotacion-ccw,REWRITE,,4.7-translation,high,0-prelaunch-noGSC
/d/1974-descripcion-general-de-aas-y-cambios-faciales,REWRITE,,4.7-translation,high,0-prelaunch-noGSC
/d/1982-la-separacion-ocular-esta-mal-entendida,REWRITE,,4.7-translation,high,0-prelaunch-noGSC
/d/1987-guia-definitiva-de-brackets-mejores-opciones-y-que-saber-antes-de-ponertelos,REWRITE,,4.7-translation,high,0-prelaunch-noGSC
/d/1997-solo-desbloatea-tu-cara-con-3l-de-agua-bro-la-brutal-debloatpill,REWRITE,,4.5-dosing-strip+4.7-translation,med,0-prelaunch-noGSC
/d/1998-la-biblia-final-de-ll-procedimientos-proporciones-riesgos-y-recuperacion,REWRITE,,4.5-dosing-strip+4.7-translation,med,0-prelaunch-noGSC
/d/2016-como-ganar-una-buena-reputacion,REWRITE,,4.7-translation,high,0-prelaunch-noGSC
/d/2023-la-guia-definitiva-de-carillas-alto-esfuerzo,REWRITE,,4.7-translation,high,0-prelaunch-noGSC
/d/2038-guia-de-voicemaxxing-gtfih,REWRITE,,4.5-dosing-strip+4.7-translation,med,0-prelaunch-noGSC
/d/2051-como-usar-glutation-y-sus-beneficios,REWRITE,,4.5-DIY-reframe+4.7-translation,med,0-prelaunch-noGSC
/d/2055-como-morphear-tu-cara-correctamente-y-hacer-fraude-en-las-fotos,REWRITE,,4.7-translation,high,0-prelaunch-noGSC
/d/2056-maxilar-diferencia-entre-recesivo-y-plano-explicado-con-animaciones-3d,REWRITE,,4.7-translation,high,0-prelaunch-noGSC
/d/2058-una-descripcion-general-de-aas-y-cambios-faciales-aumentar-huesos-faciales-con-aas-como-veamos-es-posible-hilo-antiguo-editado,REWRITE,,4.5-dosing-strip+4.7-translation,med,0-prelaunch-noGSC
/d/2077-heromaxxing-extremadamente-alto-esfuerzo-lifefuel,REWRITE,,4.7-translation,high,0-prelaunch-noGSC
/d/2088-guia-legitima-de-caza-en-bares-todos-los-niveles-de-aspecto-incluidos-botb,REWRITE,,4.7-translation,high,0-prelaunch-noGSC
/d/2118-como-tener-citas-en-la-prepa-15-17-gtfih,REMOVE_URGENT,/t/looksmaxing,4.5-sourcing-controlled-substance,high,0-prelaunch-noGSC
/d/2133-informacionguia-de-hipertrofiagymcel-respaldada-cientificamente-deja-todas-las-otras-guias-de-gymcel-en-el-polvo,REWRITE,,4.7-translation,high,0-prelaunch-noGSC
/d/2140-farma-capilar-abc-todo-lo-que-necesitas-saber,REWRITE,,4.5-dosing-strip+4.7-translation,med,0-prelaunch-noGSC
/d/2163-guia-de-looksmaxxing-del-aliento-como-tener-un-aliento-divino-en-todo-momento,REWRITE,,4.7-translation,high,0-prelaunch-noGSC
/d/2171-guia-maxima-definitiva-de-aclarado-de-pene-enrojecimiento-de-glande-mega-hilo-browncels-gtfih,REWRITE,,4.7-translation,high,0-prelaunch-noGSC
/d/2192-guia-de-peleas-callejeras-el-rasgo-ntlow-inhib-mas-subestimado-solo-entran-hombres-de-alta-t,REWRITE,,4.7-translation,high,0-prelaunch-noGSC
/d/2196-como-arregle-mi-perfil-lateral-subhumano-overbitecels-es-obligatorio-que-entren,REWRITE,,4.7-translation,high,0-prelaunch-noGSC
/d/2205-guia-completa-de-indiamart,REWRITE,,4.5-dosing-strip+4.7-translation,med,0-prelaunch-noGSC
/d/2213-debloatea-instantaneamente-con-esta-comida-loca,REWRITE,,4.5-dosing-strip+4.7-translation,med,0-prelaunch-noGSC
/d/2215-blackcels-vayan-a-rusia-ahora-guia-de-geomaxxing,REWRITE,,4.7-translation,high,0-prelaunch-noGSC
/d/2216-como-arregle-mi-coloracion-guia-de-softmax-gtifh,REWRITE,,4.5-dosing-strip+4.7-translation,med,0-prelaunch-noGSC
/d/2218-esto-es-lo-que-hago-yo-para-fraudear,REWRITE,,4.5-DIY-reframe+4.7-translation,med,0-prelaunch-noGSC
/d/2232-por-esto-la-cirugia-te-va-a-destruir-el-cerebro-si-no-sigues-esta-guia-de-anestesia,REWRITE,,4.7-translation,high,0-prelaunch-noGSC
/d/2234-la-guia-practica-del-cabello-de-bucketcrab-entendiendo-el-cabello-y-como-tener-un-cabello-hermoso-lo-mas-rapido-posible,REWRITE,,4.7-translation,high,0-prelaunch-noGSC
/d/2238-como-chupar-cono-como-un-dios,REWRITE,,4.5-dosing-strip+4.7-translation,med,0-prelaunch-noGSC
/d/2242-guia-completa-de-indiamart-orales-al-precio-de-la-tierra,REWRITE,,4.5-dosing-strip+4.7-translation,med,0-prelaunch-noGSC
/d/2245-guia-definitiva-para-una-mandibula-masculina,REWRITE,,4.7-translation,high,0-prelaunch-noGSC
/d/2253-guia-de-looksmaxxing-del-area-de-ojos-como-tener-los-ojos-de-un-semidios,REWRITE,,4.7-translation,high,0-prelaunch-noGSC
/d/2263-guia-de-blanqueamiento-de-sayori-guia-completa-desde-blanqueamiento-general-de-piel-hasta-tratamiento-de-melasma-no-necesitas-pensar-solo-lee-parte-1,REWRITE,,4.7-translation,high,0-prelaunch-noGSC
/d/2281-los-softmaxxes-que-hago-yo-y-tu-tambien-deberias-antes-de-salir-gtfih,REWRITE,,4.5-dosing-strip+4.7-translation,med,0-prelaunch-noGSC
/d/2292-guia-skinmax-definitiva-a-z-como-lograr-piel-de-nivel-thom-strijd-consejos-practicos-para-mejorar-coloracion-de-piel-brillo-colageno-y-prevenir-fotoenvejecimiento,REWRITE,,4.7-translation,high,0-prelaunch-noGSC
/d/2309-la-biblia-del-color,REWRITE,,4.7-translation,high,0-prelaunch-noGSC
/d/2310-guia-de-networkmaxxing-alto-esfuerzo,REWRITE,,4.7-translation,high,0-prelaunch-noGSC
/d/2314-como-escapar-del-infame-currytax-alias-estereotipos-del-sur-de-asia-westernized-curries-gtfin,REWRITE,,4.7-translation,high,0-prelaunch-noGSC
/d/2320-pestanamaxxing-la-guia-definitiva-para-pestanas-exuberantes-y-voluminosas,REWRITE,,4.7-translation,high,0-prelaunch-noGSC
/d/2340-como-ascender-hacer-preguntas,REWRITE,,4.5-dosing-strip+4.7-translation,med,0-prelaunch-noGSC
/d/2351-megaguia-de-aumento-de-altura-de-altura-mogueado-a-mogueador-de-altura-los-mecanismos-impulsores-de-la-altura-y-como-mejorarlos,REWRITE,,4.7-translation,high,0-prelaunch-noGSC
/d/2366-guia-completa-de-anti-androgenos,REWRITE,,4.7-translation,high,0-prelaunch-noGSC
/d/2385-la-guia-definitiva-de-fraudmaxxing-alto-esfuerzo,REWRITE,,4.7-translation,high,0-prelaunch-noGSC
/d/2390-ultimate-2026-guia-de-bonesmashing-sets-reps-ubicaciones-exactas-pomulos-barbilla-esquinas-de-mandibula-iqcels-destruidos,REWRITE,,4.5-DIY-reframe+4.7-translation,med,0-prelaunch-noGSC
/d/2392-guia-oficial-sobre-la-distorsion-de-lente-y-sus-efectos-en-el-rostro,REWRITE,,4.7-translation,high,0-prelaunch-noGSC
/d/2410-la-guia-definitiva-de-ojos-softmax-con-videos,REWRITE,,4.5-DIY-reframe+4.7-translation,med,0-prelaunch-noGSC
/d/2414-como-medir-el-crecimiento-hacia-adelante-v3,REWRITE,,4.7-translation,high,0-prelaunch-noGSC
/d/2420-que-tanto-skull-mogger-eres,REWRITE,,4.7-translation,high,0-prelaunch-noGSC
/d/2425-metodo-probado-para-levantar-el-hueso-hioides,REWRITE,,4.7-translation,high,0-prelaunch-noGSC
